color,competitor,competitor_product_group_name,competitor_product_id,competitor_product_name,created_at,eta_date,matched_product_group_name,matched_variety_name,price_per_stem,product_group_key,product_group_score,stem_length,stems_per_unit,unit,unit_price,variety_key,variety_score
Green,Flowermarketplace,Greens,2162201,EUCALYPTUS Baby blue 300gr,2025-05-03,2025-05-13,,Eucalyptus Baby Blue,16.85,,,,1,Bunch,22.63,7d8ce12e-2d95-4d61-8534-2d6a40b83470,0.9309341907501221
Green,Flowermarketplace,Greens,2162202,EUCALYPTUS Cinerea 200 Green,2025-05-03,2025-05-13,,Eucalyptus Cinerea,11.94,,,,1,Bunch,16.03,c069c20b-5828-47e5-92f2-d655cf4db904,0.9741595983505249
Green,Flowermarketplace,Greens,2162203,EUCALYPTUS Cinerea 300gr,2025-05-03,2025-05-13,,Eucalyptus Cinerea,17.32,,,,1,Bunch,23.26,c069c20b-5828-47e5-92f2-d655cf4db904,0.9454026818275452
Green,Flowermarketplace,Greens,2162204,EUCALYPTUS Parvifolia 200 Green,2025-05-03,2025-05-13,,Eucalyptus Parvifolia,9.6,,,,1,Bunch,12.89,9bf77417-3ff1-44a7-9da2-3a1e5a38d570,0.9803522825241089
Green,Flowermarketplace,Greens,2162205,EUCALYPTUS Parvifolia 300gr,2025-05-03,2025-05-13,,Eucalyptus Parvifolia,13.47,,,,1,Bunch,18.09,9bf77417-3ff1-44a7-9da2-3a1e5a38d570,0.964155912399292
Green,Flowermarketplace,Greens,2162206,EUCALYPTUS Populus 200 Green,2025-05-03,2025-05-13,,Eucalyptus Populus Per Bunch (5st/bu),10.06,,,,1,Bunch,13.51,1b2aab98-16b9-4efe-a8f3-0996b9b01467,0.9289219975471497
Green,Flowermarketplace,Greens,2162207,EUCALYPTUS Populus 300gr,2025-05-03,2025-05-13,,Eucalyptus Populus Per Bunch (5st/bu),14.98,,,,1,Bunch,20.11,1b2aab98-16b9-4efe-a8f3-0996b9b01467,0.9045170545578003
Green,Flowermarketplace,Greens,2162208,EUCALYPTUS Stuartiana 200 Green,2025-05-03,2025-05-13,,,10.77,,,,1,Bunch,14.46,,
Green,Flowermarketplace,Greens,2162209,EUCALYPTUS Stuartiana 300gr,2025-05-03,2025-05-13,,,15.91,,,,1,Bunch,21.37,,
Green,Flowermarketplace,Greens,2162210,EUCALYPTUS Stuartiana fall 200 Green,2025-05-03,2025-05-13,,,13.47,,,,1,Bunch,18.09,,
Green,Flowermarketplace,Greens,2162211,EUCALYPTUS Stuartiana fall 300gr,2025-05-03,2025-05-13,,,19.66,,,,1,Bunch,26.4,,
Pink,Flowermarketplace,Garden Rose,2158448,GARDEN ROSE MAYRA BRIDAL PINK,2025-05-03,2025-05-13,Garden Roses,Garden Roses Mayra Bridal,1.88,85e5624a-3128-4892-a306-3e060dd1c8fe,0.9987648129463196,40,1,Stems,2.57,102f27b7-59cc-4c60-ad27-9da679a500aa,0.9970560073852539
Pink,Flowermarketplace,Garden Rose,2219838,GARDEN ROSE MAYRA HOT PINK Garden Roses,2025-05-03,2025-05-13,Garden Roses,Garden Roses Mayras Hot Pink,1.88,85e5624a-3128-4892-a306-3e060dd1c8fe,0.9987648129463196,,1,Stems,2.57,4430bdb3-30d5-4a3f-a353-07919d5e3bed,0.9901698231697083
Peach,Flowermarketplace,Garden Rose,2219808,GARDEN ROSE MAYRA PEACH,2025-05-03,2025-05-13,Garden Roses,Garden Roses Mayras Pink,1.88,85e5624a-3128-4892-a306-3e060dd1c8fe,0.9987648129463196,,1,Stems,2.57,68ccb7d1-bea6-4c83-a866-c3eb25559609,0.9910941123962402
Red,Flowermarketplace,Garden Rose,2219810,GARDEN ROSE MAYRA RED,2025-05-03,2025-05-13,Garden Roses,Garden Roses Mayras Pink,1.88,85e5624a-3128-4892-a306-3e060dd1c8fe,0.9987648129463196,,1,Stems,2.57,68ccb7d1-bea6-4c83-a866-c3eb25559609,0.9910941123962402
Pink,Flowermarketplace,Garden Rose,2158450,GARDEN ROSE MAYRA ROSE,2025-05-03,2025-05-13,Garden Roses,Garden Roses Mayras Pink,2.81,85e5624a-3128-4892-a306-3e060dd1c8fe,0.9987648129463196,40,1,Stems,3.86,68ccb7d1-bea6-4c83-a866-c3eb25559609,0.9926962852478027
White,Flowermarketplace,Garden Rose,2219806,GARDEN ROSE MAYRA WHITE,2025-05-03,2025-05-13,Garden Roses,Garden Roses Mayras Pink,1.88,85e5624a-3128-4892-a306-3e060dd1c8fe,0.9987648129463196,,1,Stems,2.57,68ccb7d1-bea6-4c83-a866-c3eb25559609,0.9910941123962402
Red,Flowermarketplace,Garden Rose,2158456,GARDEN ROSE PIANO,2025-05-03,2025-05-13,Garden Roses,Garden Roses Piano,3.52,85e5624a-3128-4892-a306-3e060dd1c8fe,0.9987648129463196,40,1,Stems,4.83,c069c20b-5828-47e5-92f2-d655cf4db904,0.9985954761505127
Pink,Flowermarketplace,Garden Rose,2158460,GARDEN ROSE PINK PIANO,2025-05-03,2025-05-13,Garden Roses,Garden Roses Piano,2.69,85e5624a-3128-4892-a306-3e060dd1c8fe,0.9987648129463196,40,1,Stems,3.69,c069c20b-5828-47e5-92f2-d655cf4db904,0.9985954761505127
Beige,Flowermarketplace,Garden Rose,2158464,GARDEN ROSE QUICKSAND,2025-05-03,2025-05-13,Garden Roses,Garden Roses Quicksand Tan ,2.81,85e5624a-3128-4892-a306-3e060dd1c8fe,0.9987648129463196,40,1,Stems,3.86,bf8b5b98-85fa-48d3-8fd3-cfbae9dac512,0.9317912459373474
Assorted,Flowermarketplace,Garden Rose,2210614,GARDEN ROSE VDAY ASSORTED,2025-05-03,2025-05-13,Garden Roses,Garden Roses Arya,2.4,85e5624a-3128-4892-a306-3e060dd1c8fe,0.9987648129463196,,1,Stems,3.29,50be45a9-575d-4c1c-b92a-8a3ca564d84d,0.9474680423736572
Beige,Flowermarketplace,Garden Rose,2216107,GARDEN ROSE WESTMINSTER ABBEY,2025-05-03,2025-05-13,Garden Roses,Garden Roses Westminster Abbey,4.15,85e5624a-3128-4892-a306-3e060dd1c8fe,0.9987648129463196,40,1,Stems,5.69,3299e6a7-d9d8-44ab-b195-d9a3159e507f,0.9869415163993835
Pink,Flowermarketplace,Garden Rose,2158502,GARDEN ROSE WHITE OHARA,2025-05-03,2025-05-13,Garden Roses,Garden Roses Alabaster,2.9,85e5624a-3128-4892-a306-3e060dd1c8fe,0.9987648129463196,40,1,Stems,3.97,2aa7d01b-76f2-4753-b19b-6a35b201771a,0.9890564680099487
Pink,Flowermarketplace,Garden Rose,2158518,GARDEN ROSES LEA ROMANTICA,2025-05-03,2025-05-13,Garden Roses,Garden Roses Romantic Antike,2.69,85e5624a-3128-4892-a306-3e060dd1c8fe,0.9987648129463196,40,1,Stems,3.69,4f6c9885-69da-4575-879a-8e9b778b3111,0.9716921448707581
Pink,Flowermarketplace,Garden Rose,2158534,GARDEN ROSES WHITE OHARA,2025-05-03,2025-05-13,Garden Roses,Garden Roses Alabaster,2.69,85e5624a-3128-4892-a306-3e060dd1c8fe,0.9987648129463196,40,1,Stems,3.69,2aa7d01b-76f2-4753-b19b-6a35b201771a,0.9890564680099487
Brown,Flowermarketplace,dried,2162262,GREVILLEA METAL COPPER 150 Green,2025-05-03,2025-05-13,Dried Products,,11.94,523df0d8-3b48-45e3-b9c8-44de0f9ec856,0.9325540065765381,,1,Bunch,16.03,,
Yellow,Flowermarketplace,dried,2162260,GREVILLEA METAL GOLD 150 Green,2025-05-03,2025-05-13,Dried Products,,11.94,523df0d8-3b48-45e3-b9c8-44de0f9ec856,0.9325540065765381,,1,Bunch,16.03,,
Red,Flowermarketplace,dried,2162263,GREVILLEA METAL RED 150 Green,2025-05-03,2025-05-13,Dried Products,,11.94,523df0d8-3b48-45e3-b9c8-44de0f9ec856,0.9325540065765381,,1,Bunch,16.03,,
Silver,Flowermarketplace,dried,2162261,GREVILLEA METAL SILVER 150 Green,2025-05-03,2025-05-13,Dried Products,,11.94,523df0d8-3b48-45e3-b9c8-44de0f9ec856,0.9325540065765381,,1,Bunch,16.03,,
Green,Flowermarketplace,Greens,2162191,ITALIAN RUSCUS SHORT 200 Green,2025-05-03,2025-05-13,,,0.2868,,,4060,40,Bunch,15.4,,
Green,Flowermarketplace,Greens,2162192,ITALIAN RUSCUS 150 Green,2025-05-03,2025-05-13,,,0.2165,,,4060,40,Bunch,11.63,,
Green,Flowermarketplace,Greens,2162193,ITALIAN RUSCUS 250 Green,2025-05-03,2025-05-13,,,0.357,,,4060,40,Bunch,19.17,,
Green,Flowermarketplace,Greens,2162197,ITALIAN RUSCUS,2025-05-03,2025-05-13,,Ruscus Italian,0.866,,,4060,10,Bunch,11.63,d7583b3b-5a47-42ca-b83d-9cb4f880a768,0.9943355917930603
Green,Flowermarketplace,Greens,2162194,ITALIAN RUSCUS LONG 200 Green,2025-05-03,2025-05-13,,,0.1912,,,6080,60,Bunch,15.4,,
Green,Flowermarketplace,Greens,2162195,ITALIAN RUSCUS 150 Green,2025-05-03,2025-05-13,,,0.1443,,,6080,60,Bunch,11.63,,
Green,Flowermarketplace,Greens,2162196,ITALIAN RUSCUS 250 Green,2025-05-03,2025-05-13,,,0.238,,,6080,60,Bunch,19.17,,
Green,Flowermarketplace,Greens,2162198,ITALIAN RUSCUS,2025-05-03,2025-05-13,,Ruscus Italian,1.24,,,6080,10,Bunch,16.66,d7583b3b-5a47-42ca-b83d-9cb4f880a768,0.9943355917930603
Brown,Flowermarketplace,dried,2162238,ITALIAN RUSCUS METAL COPPER 150 Green,2025-05-03,2025-05-13,Dried Products,,11.6,523df0d8-3b48-45e3-b9c8-44de0f9ec856,0.9325540065765381,,1,Bunch,15.57,,
Yellow,Flowermarketplace,dried,2162236,ITALIAN RUSCUS METAL GOLD 150 Green,2025-05-03,2025-05-13,Dried Products,,11.6,523df0d8-3b48-45e3-b9c8-44de0f9ec856,0.9325540065765381,,1,Bunch,15.57,,
Red,Flowermarketplace,dried,2162239,ITALIAN RUSCUS METAL RED 150 Green,2025-05-03,2025-05-13,Dried Products,,11.6,523df0d8-3b48-45e3-b9c8-44de0f9ec856,0.9325540065765381,,1,Bunch,15.57,,
Silver,Flowermarketplace,dried,2162237,ITALIAN RUSCUS METAL SILVER 150 Green,2025-05-03,2025-05-13,Dried Products,,11.6,523df0d8-3b48-45e3-b9c8-44de0f9ec856,0.9325540065765381,,1,Bunch,15.57,,
Silver,Flowermarketplace,dried,2162240,ITALIAN RUSCUS SILVER 150 Green,2025-05-03,2025-05-13,Dried Products,,11.6,523df0d8-3b48-45e3-b9c8-44de0f9ec856,0.9325540065765381,,1,Bunch,15.57,,
Green,Flowermarketplace,Greens,2162212,IVY green bunch,2025-05-03,2025-05-13,,,1.16,,,100,10,Bunch,15.57,,
Green,Flowermarketplace,Greens,2162217,IVY GREEN 150gr,2025-05-03,2025-05-13,,,15.21,,,,1,Bunch,20.43,,
Green,Flowermarketplace,Greens,2162213,IVY variegated bunch,2025-05-03,2025-05-13,,Ivy Variegated,1.16,,,100,10,Bunch,15.57,4b4dc3e4-af36-4f04-b23f-0f13a6eedae6,0.9589082598686218
Lavender,Flowermarketplace,MOKARA,2177224,MOKARA ANNY COOL VIOLET,2025-05-03,2025-05-13,Mokara,,33.02,2bb88959-43a0-4817-8b0b-a917e24acac9,1.0,,1,Bunch,33.02,,
Orange,Flowermarketplace,MOKARA,2177225,MOKARA AOMYAI ORANGE,2025-05-03,2025-05-13,Mokara,,33.02,2bb88959-43a0-4817-8b0b-a917e24acac9,1.0,,1,Bunch,33.02,,
Yellow,Flowermarketplace,MOKARA,2177226,MOKARA BANGKUNTIEN,2025-05-03,2025-05-13,Mokara,,32.5,2bb88959-43a0-4817-8b0b-a917e24acac9,1.0,,1,Bunch,32.5,,
Purple,Flowermarketplace,MOKARA,2177227,MOKARA BEAUTY,2025-05-03,2025-05-13,Mokara,,33.02,2bb88959-43a0-4817-8b0b-a917e24acac9,1.0,,1,Bunch,33.02,,
Red,Flowermarketplace,MOKARA,2177228,MOKARA BOON RONG,2025-05-03,2025-05-13,Mokara,,31.72,2bb88959-43a0-4817-8b0b-a917e24acac9,1.0,,1,Bunch,31.72,,
Pink,Flowermarketplace,MOKARA,2177229,MOKARA CALYPSO,2025-05-03,2025-05-13,Mokara,Mokara Calypso,31.72,2bb88959-43a0-4817-8b0b-a917e24acac9,1.0,,1,Bunch,31.72,c069c20b-5828-47e5-92f2-d655cf4db904,0.98785400390625
Purple,Flowermarketplace,MOKARA,2177230,MOKARA CALYPSO JUMBO,2025-05-03,2025-05-13,Mokara,Mokara Calypso Jumbo,33.02,2bb88959-43a0-4817-8b0b-a917e24acac9,1.0,,1,Bunch,33.02,c787c044-bfbe-4e5b-8067-47927916c52e,0.9928075075149536
Yellow,Flowermarketplace,MOKARA,2177231,MOKARA CHAOPRAYA GOLD,2025-05-03,2025-05-13,Mokara,,33.02,2bb88959-43a0-4817-8b0b-a917e24acac9,1.0,,1,Bunch,33.02,,
Yellow,Flowermarketplace,MOKARA,2177232,MOKARA CHAOPRAYA SUNSET,2025-05-03,2025-05-13,Mokara,,33.02,2bb88959-43a0-4817-8b0b-a917e24acac9,1.0,,1,Bunch,33.02,,
Pink,Flowermarketplace,MOKARA,2177233,MOKARA CHAROOD,2025-05-03,2025-05-13,Mokara,,32.76,2bb88959-43a0-4817-8b0b-a917e24acac9,1.0,,1,Bunch,32.76,,
Pink,Flowermarketplace,MOKARA,2177234,MOKARA CHRISTINE,2025-05-03,2025-05-13,Mokara,,32.76,2bb88959-43a0-4817-8b0b-a917e24acac9,1.0,,1,Bunch,32.76,,
Pink,Flowermarketplace,MOKARA,2177235,MOKARA CHUB KUAN,2025-05-03,2025-05-13,Mokara,,32.76,2bb88959-43a0-4817-8b0b-a917e24acac9,1.0,,1,Bunch,32.76,,
Yellow,Flowermarketplace,MOKARA,2177236,MOKARA DOUNG PORN,2025-05-03,2025-05-13,Mokara,,32.24,2bb88959-43a0-4817-8b0b-a917e24acac9,1.0,,1,Bunch,32.24,,
Yellow,Flowermarketplace,MOKARA,2177237,MOKARA FULL MOON,2025-05-03,2025-05-13,Mokara,,35.88,2bb88959-43a0-4817-8b0b-a917e24acac9,1.0,,1,Bunch,35.88,,
Lavender,Flowermarketplace,MOKARA,2177238,MOKARA JAIRAK BLUE,2025-05-03,2025-05-13,Mokara,,33.02,2bb88959-43a0-4817-8b0b-a917e24acac9,1.0,,1,Bunch,33.02,,
Yellow,Flowermarketplace,MOKARA,2177239,MOKARA KITTY,2025-05-03,2025-05-13,Mokara,,33.02,2bb88959-43a0-4817-8b0b-a917e24acac9,1.0,,1,Bunch,33.02,,
Red,Flowermarketplace,MOKARA,2177240,MOKARA MOO DAENG,2025-05-03,2025-05-13,Mokara,,33.02,2bb88959-43a0-4817-8b0b-a917e24acac9,1.0,,1,Bunch,33.02,,
Lavender,Flowermarketplace,MOKARA,2177241,MOKARA NORA BLUE,2025-05-03,2025-05-13,Mokara,,33.02,2bb88959-43a0-4817-8b0b-a917e24acac9,1.0,,1,Bunch,33.02,,
Orange,Flowermarketplace,MOKARA,2177242,MOKARA PANNEE,2025-05-03,2025-05-13,Mokara,,31.98,2bb88959-43a0-4817-8b0b-a917e24acac9,1.0,,1,Bunch,31.98,,
Orange,Flowermarketplace,MOKARA,2177243,MOKARA PHALOR YELLOW/ORANGE,2025-05-03,2025-05-13,Mokara,,31.98,2bb88959-43a0-4817-8b0b-a917e24acac9,1.0,,1,Bunch,31.98,,
Red,Flowermarketplace,MOKARA,2177244,MOKARA ROBIN,2025-05-03,2025-05-13,Mokara,,32.76,2bb88959-43a0-4817-8b0b-a917e24acac9,1.0,,1,Bunch,32.76,,
Orange,Flowermarketplace,MOKARA,2177245,MOKARA SANYA ORANGE/YELLOW,2025-05-03,2025-05-13,Mokara,,31.98,2bb88959-43a0-4817-8b0b-a917e24acac9,1.0,,1,Bunch,31.98,,
Cream,Flowermarketplace,MOKARA,2177247,MOKARA SARAYA GOLD,2025-05-03,2025-05-13,Mokara,,32.76,2bb88959-43a0-4817-8b0b-a917e24acac9,1.0,,1,Bunch,32.76,,
Red,Flowermarketplace,MOKARA,2177246,MOKARA SARAYA RED,2025-05-03,2025-05-13,Mokara,,32.76,2bb88959-43a0-4817-8b0b-a917e24acac9,1.0,,1,Bunch,32.76,,
Yellow,Flowermarketplace,MOKARA,2177248,MOKARA TAMMY YELLOW,2025-05-03,2025-05-13,Mokara,,31.98,2bb88959-43a0-4817-8b0b-a917e24acac9,1.0,,1,Bunch,31.98,,
White,Flowermarketplace,MOKARA,2177249,MOKARA WHITE,2025-05-03,2025-05-13,Mokara,,32.76,2bb88959-43a0-4817-8b0b-a917e24acac9,1.0,,1,Bunch,32.76,,
Yellow,Flowermarketplace,MOKARA,2177250,MOKARA YELLOW BANANA,2025-05-03,2025-05-13,Mokara,,35.88,2bb88959-43a0-4817-8b0b-a917e24acac9,1.0,,1,Bunch,35.88,,
Yellow,Flowermarketplace,ONCIDIUM,2177252,ONCIDIUM,2025-05-03,2025-05-13,Oncidium,Oncidium Yellow (stem),29.64,026573c9-abea-4eaa-848f-eef174d3fcc0,1.0,,1,Bunch,29.64,d8e7d39e-b1a0-4b21-833b-07593c79006a,0.9624424576759338
Yellow,Flowermarketplace,ONCIDIUM,2177251,ONCIDIUM GOLD STARS,2025-05-03,2025-05-13,Oncidium,Oncidium Medium (large blooms),35.88,026573c9-abea-4eaa-848f-eef174d3fcc0,1.0,,1,Bunch,35.88,757a828c-b485-4fb6-b217-3acbcde73670,0.9566966891288757
Green,Flowermarketplace,Greens,2162231,OREOPANAX Large,2025-05-03,2025-05-13,,,1.0,,,,1,Stems,1.34,,
Green,Flowermarketplace,Greens,2162232,OREOPANAX Small,2025-05-03,2025-05-13,,,0.77,,,,1,Stems,1.03,,
Brown,Flowermarketplace,dried,2162248,PARVIFOLIA METAL COPPER 150 Green,2025-05-03,2025-05-13,Dried Products,,9.72,523df0d8-3b48-45e3-b9c8-44de0f9ec856,0.9325540065765381,,1,Bunch,13.06,,
Yellow,Flowermarketplace,dried,2162246,PARVIFOLIA METAL GOLD 150 Green,2025-05-03,2025-05-13,Dried Products,,9.72,523df0d8-3b48-45e3-b9c8-44de0f9ec856,0.9325540065765381,,1,Bunch,13.06,,
Red,Flowermarketplace,dried,2162249,PARVIFOLIA METAL RED 150 Green,2025-05-03,2025-05-13,Dried Products,,9.72,523df0d8-3b48-45e3-b9c8-44de0f9ec856,0.9325540065765381,,1,Bunch,13.06,,
Silver,Flowermarketplace,dried,2271679,PARVIFOLIA METAL SILVER 150 Green,2025-05-03,2025-05-13,Dried Products,,9.72,523df0d8-3b48-45e3-b9c8-44de0f9ec856,0.9325540065765381,,1,Bunch,13.06,,
Green,Flowermarketplace,Greens,2162199,PITTOSPORUM NIGRA variegated 200 Green,2025-05-03,2025-05-13,,Pittosporum Variegated,9.83,,,,1,Bunch,13.2,75dfb4c5-4b91-4db6-9c66-e962377969f3,0.9969412684440613
Assorted,Flowermarketplace,dried,2271683,POPULUS ALL METAL 150 Green,2025-05-03,2025-05-13,Dried Products,,10.53,523df0d8-3b48-45e3-b9c8-44de0f9ec856,0.9325540065765381,,1,Bunch,14.14,,
Brown,Flowermarketplace,dried,2271681,POPULUS METAL COPPER 150 Green,2025-05-03,2025-05-13,Dried Products,,10.53,523df0d8-3b48-45e3-b9c8-44de0f9ec856,0.9325540065765381,,1,Bunch,14.14,,
Yellow,Flowermarketplace,dried,2162250,POPULUS METAL GOLD 150 Green,2025-05-03,2025-05-13,Dried Products,,10.53,523df0d8-3b48-45e3-b9c8-44de0f9ec856,0.9325540065765381,,1,Bunch,14.14,,
Red,Flowermarketplace,dried,2271682,POPULUS METAL RED 150 Green,2025-05-03,2025-05-13,Dried Products,,10.53,523df0d8-3b48-45e3-b9c8-44de0f9ec856,0.9325540065765381,,1,Bunch,14.14,,
Silver,Flowermarketplace,dried,2271680,POPULUS METAL SILVER 150 Green,2025-05-03,2025-05-13,Dried Products,,10.53,523df0d8-3b48-45e3-b9c8-44de0f9ec856,0.9325540065765381,,1,Bunch,14.14,,
Blue,Flowermarketplace,dried,2162270,RUSCUS ACULEATUS GLITTERED Blue,2025-05-03,2025-05-13,Dried Products,,2.106,523df0d8-3b48-45e3-b9c8-44de0f9ec856,0.9325540065765381,,5,Bunch,14.14,,
Yellow,Flowermarketplace,dried,2162266,RUSCUS ACULEATUS GLITTERED Gold,2025-05-03,2025-05-13,Dried Products,,2.106,523df0d8-3b48-45e3-b9c8-44de0f9ec856,0.9325540065765381,,5,Bunch,14.14,,
Green,Flowermarketplace,dried,2162269,RUSCUS ACULEATUS GLITTERED Green,2025-05-03,2025-05-13,Dried Products,,2.106,523df0d8-3b48-45e3-b9c8-44de0f9ec856,0.9325540065765381,,5,Bunch,14.14,,
Assorted,Flowermarketplace,dried,2271689,RUSCUS ACULEATUS GLITTERED MIX,2025-05-03,2025-05-13,Dried Products,,1.498,523df0d8-3b48-45e3-b9c8-44de0f9ec856,0.9325540065765381,,5,Bunch,10.06,,
Red,Flowermarketplace,dried,2271688,RUSCUS ACULEATUS GLITTERED RED,2025-05-03,2025-05-13,Dried Products,,2.106,523df0d8-3b48-45e3-b9c8-44de0f9ec856,0.9325540065765381,,5,Bunch,14.14,,
Silver,Flowermarketplace,dried,2162267,RUSCUS ACULEATUS GLITTERED Silver,2025-05-03,2025-05-13,Dried Products,,2.106,523df0d8-3b48-45e3-b9c8-44de0f9ec856,0.9325540065765381,,5,Bunch,14.14,,
Red,Flowermarketplace,dried,2162265,RUSCUS ACULEATUS snow red flocked,2025-05-03,2025-05-13,Dried Products,,1.826,523df0d8-3b48-45e3-b9c8-44de0f9ec856,0.9325540065765381,,5,Bunch,12.26,,
Assorted,Flowermarketplace,dried,2271687,STUARTIANA ALL METAL 150 Green,2025-05-03,2025-05-13,Dried Products,,10.53,523df0d8-3b48-45e3-b9c8-44de0f9ec856,0.9325540065765381,,1,Bunch,14.14,,
Brown,Flowermarketplace,dried,2271686,STUARTIANA METAL COPPER 150 Green,2025-05-03,2025-05-13,Dried Products,,10.53,523df0d8-3b48-45e3-b9c8-44de0f9ec856,0.9325540065765381,,1,Bunch,14.14,,
Yellow,Flowermarketplace,dried,2271684,STUARTIANA METAL GOLD 150 Green,2025-05-03,2025-05-13,Dried Products,,10.53,523df0d8-3b48-45e3-b9c8-44de0f9ec856,0.9325540065765381,,1,Bunch,14.14,,
Red,Flowermarketplace,dried,2162258,STUARTIANA METAL RED 150 Green,2025-05-03,2025-05-13,Dried Products,,10.53,523df0d8-3b48-45e3-b9c8-44de0f9ec856,0.9325540065765381,,1,Bunch,14.14,,
Silver,Flowermarketplace,dried,2271685,STUARTIANA METAL SILVER 150 Green,2025-05-03,2025-05-13,Dried Products,,10.53,523df0d8-3b48-45e3-b9c8-44de0f9ec856,0.9325540065765381,,1,Bunch,14.14,,
Lavender,Flowermarketplace,dried,2162214,SUPER BLUE DRIED LAVENDER 100g,2025-05-03,2025-05-13,Dried Products,,9.6,523df0d8-3b48-45e3-b9c8-44de0f9ec856,0.9325540065765381,,1,Bunch,12.89,,
Lavender,Flowermarketplace,dried,2162215,SUPER BLUE DRIED LAVENDER 100g,2025-05-03,2025-05-13,Dried Products,,9.36,523df0d8-3b48-45e3-b9c8-44de0f9ec856,0.9325540065765381,,1,Bunch,12.57,,
Lavender,Flowermarketplace,dried,2162216,SUPER BLUE DRIED LAVENDER sleeved 120/150st,2025-05-03,2025-05-13,Dried Products,,0.0359,523df0d8-3b48-45e3-b9c8-44de0f9ec856,0.9325540065765381,,150,Bunch,7.23,,
Purple,Flowermarketplace,Vanda,2177253,VANDA VANDA,2025-05-03,2025-05-13,Vanda,,15.39,3087f0ab-7641-4cfa-b687-8c101668525c,1.0,,1,Stems,15.39,,
Purple,Flowermarketplace,Vanda,2177258,VANDA VANDA DARK PURPLE,2025-05-03,2025-05-13,Vanda,,15.39,3087f0ab-7641-4cfa-b687-8c101668525c,1.0,,1,Stems,15.39,,
Pink,Flowermarketplace,Vanda,2177256,VANDA VANDA HOT PINK,2025-05-03,2025-05-13,Vanda,,15.39,3087f0ab-7641-4cfa-b687-8c101668525c,1.0,,1,Stems,15.39,,
Pink,Flowermarketplace,Vanda,2177254,VANDA VANDA PINK,2025-05-03,2025-05-13,Vanda,,15.39,3087f0ab-7641-4cfa-b687-8c101668525c,1.0,,1,Stems,15.39,,
Pink,Flowermarketplace,Vanda,2177260,VANDA VANDA PINK FUSHIA,2025-05-03,2025-05-13,Vanda,,15.39,3087f0ab-7641-4cfa-b687-8c101668525c,1.0,,1,Stems,15.39,,
Purple,Flowermarketplace,Vanda,2177255,VANDA VANDA PURPLE,2025-05-03,2025-05-13,Vanda,,15.39,3087f0ab-7641-4cfa-b687-8c101668525c,1.0,,1,Stems,15.39,,
Purple,Flowermarketplace,Vanda,2177257,VANDA VANDA PURPLE BLACK,2025-05-03,2025-05-13,Vanda,,15.39,3087f0ab-7641-4cfa-b687-8c101668525c,1.0,,1,Stems,15.39,,
Red,Flowermarketplace,Vanda,2177259,VANDA VANDA RED,2025-05-03,2025-05-13,Vanda,,15.39,3087f0ab-7641-4cfa-b687-8c101668525c,1.0,,1,Stems,15.39,,
Green,Flowermarketplace,Greens,2162233,XANADU extra,2025-05-03,2025-05-13,,,1.47,,,,1,Stems,1.97,,
Green,Flowermarketplace,Greens,2162234,XANADU I,2025-05-03,2025-05-13,,,1.23,,,,1,Stems,1.66,,
Green,Flowermarketplace,Greens,2162235,XANADU II,2025-05-03,2025-05-13,,,1.06,,,,1,Stems,1.43,,
